entity_name,entity_type,description,entity_id
March Madness,Event,March Madness is the nickname for the NCAA Division I Men's Basketball Tournament.,4608dc74-5bdd-4719-9bf5-d3542215350b
National Collegiate Athletic Association,Organization,National Collegiate Athletic Association is an organization that regulates college athletics in the United States.,555706d1-70f1-4767-8059-a8a3fc529759
stat,Concept,A statistical measurement or indicator,ccee497b-cd88-46eb-8eb0-deae08fb5fb0
game,Concept,A competitive activity or contest played according to rules,cac643f6-ed74-4bea-a2bf-bfdecb09a92f
player,Person,A person who participates in a sport or game,60be0abc-71fe-49bc-99bc-50a00832b5a5
quarterback,Person,A player on a football team who throws the ball,9f51b69a-b0b4-43dc-af76-bbc069c6baa6
three - point shot,Concept,A shot in basketball worth three points,1648e1d6-f4cd-4339-bd6e-909327f736ec
under ##dog,Concept,A team or individual that is expected to lose,b21f8372-2c95-4bfc-a0e1-5bd6ceca35c8
favorite,Concept,A team or individual that is expected to win,0ec6a35e-5600-4201-9fc8-b195f596d55a
odds,Concept,The probabilities or chances of something happening,781cf00e-d7ef-4193-8460-dfdb5bdd4239
sports ##book,Organization,A business that takes wagers on sports events,b30b4ccd-9536-4d6b-aa21-cd98cd71bc60
futures,Concept,A bet or wager on an event or outcome in the future,9ededdad-9091-4f9d-ab0a-5cbef501bd0b
total regular - season wins,Concept,The number of wins a team has during the regular season,c1f616c0-e62b-49e0-8d8b-35a6b26ca1a8
championship odds,Concept,The probability or likelihood of a team winning a championship,8c03467f-b572-4a25-aa7f-97d6e78b813c
mvp odds,Concept,The probability or likelihood of a player being named the Most Valuable Player,15237664-cfba-4f7e-ad17-886b72c7955e
par ##lay,Concept,A bet where multiple wagers are combined into a single wager,8e2e7dfe-9ced-40bb-8979-3558b2f028e1
three - leg par ##lay,Concept,A par ##lay with three legs,9779ecf2-4055-42a5-b92e-06406ab8f06a
juice,Concept,The amount of money a sports ##book charges to handle a wager,a7172621-272d-4fc9-96d9-7063682a5284
push,Concept,A situation where neither the bettor nor the sports ##book wins,528326d7-c50a-41f1-a0b5-c1b51bc576b2
in - game betting,Concept,The practice of placing wagers on sports events while they are in progress,49c0536a-224b-45f8-aa70-dbf36105f54d
the best sports betting sites in the country,Location,the best sports betting sites in the country are focused on vermont,4a566830-4eac-46b4-9064-966c97c99daf
##atics sports,Product,A sports betting platform,f9398649-dd3e-4b39-980f-12bcef68c02f
tb,Concept,A measurement unit,6e7f9f9c-456d-42d1-93f2-ce706011dd8a
"espn bet sports ##book tb ##d tb ##d tb ##d best vermont sports ##book promo codes vermont ' s new online sports betting law author ##izes up to six sites to launch in the state. five operators applied for licenses, and as of today fan ##due ##l, draft ##king ##s and fan ##atics are already scheduled to launch on jan. 11, 202 ##4. bet ##mg ##m and espn bet are also among the applicants, making them possible candidates to launch in vermont in the new year as well. here are details regarding those five online sports ##books and their welcome offers. fan ##due ##l vermont promo code vermont already knows fan ##due ##l thanks to its daily fantasy sports site. fan ##due ##l sports ##book is one of the most popular across the us, and fan ##due ##l has already applied for a license to launch in vermont. fan ##due ##l has a great welcome offer inviting new sign - ups simply to make an initial $ 5 wage ##r and get back $ 200 in bonus bets. meanwhile, for vermont bet ##tors fan ##due ##l is running an early sign up special that gets you an extra $ 100 in bonus bets for signing up early between now and jan. 10, 202 ##4. that means you can receive a total of $ 300 in bonus bets to get you started at fan ##due ##l sports ##book vermont. you can read more about fan ##due ##l sports ##book vermont ' s pre ##li ##ve offer here. you can bet on around two dozen different sports at fan ##due ##l. the site",Location,Vermont,8a1c760c-4e2b-4dc8-b7b4-8800bbb3a241
fan ##due ##l,Organization,A sports betting company,3fe29edf-a6ea-4080-95bf-2df7a1f24282
fan ##atics,Organization,A sports betting company,ab084cc0-3669-4066-9767-103402bd4278
draft ##king ##s,Organization,A sports betting company,b306808e-4a44-40d7-a143-f6e1ead0d0b5
bet ##mg ##m,Organization,A sports betting company,08b959de-afa0-4cf5-bf5b-a6245071c403
espn bet,Organization,A sports betting company,c1cea701-7227-4442-9f50-4ce8a0ae4916
fan ##due ##l sports ##book,Product,A sports betting platform,10b79d6d-07cb-4d02-aa81-6cd037cfa2b5
fan ##due ##l sports ##book vermont,Product,A sports betting platform,bc0e2acd-5c61-4b70-8a34-2ae941038add
fan ##due ##l pre ##li ##ve offer,Product,A sports betting promotion,b65225c6-3df7-45ab-beb1-727b7b700b9e
"jan. 11, 202 ##4",Time,A specific date,be441a34-6224-47bb-8f58-b53b4f7d3a74
"jan. 10, 202 ##4",Time,A specific date,4e7d6d09-632c-4b2f-95d9-027e8a2fb70a
FanDuel Sportsbook,Sportsbook,A sportsbook where users can bet on various sports events,1d60062e-235d-44d6-a035-75e8db4788ba
jan. 11,Date,The date when the FanDuel Sportsbook will go live,60385458-8c35-43be-be07-666161642e67
FanDuel,Company,The company that operates the FanDuel Sportsbook,2d2d5fc9-ac7d-4786-8e72-476d100349cc
et,Time Zone,The Eastern Time Zone,d0ba432e-4d77-4231-b6be-0ea8bd30e11b
2024,Date,The year when the FanDuel Sportsbook welcome offer is available,795beb89-4b21-4d41-8dc8-96a1e3bdf0ed
"January 10, 2024",Date,The deadline by which users must register for the FanDuel Sportsbook welcome offer,370f46be-7f56-49ae-b78f-2ad362009bb2
United States,Location,The country where the FanDuel Sportsbook is available,67e5df7e-664d-4265-8d6c-45cc58f5c83d
FanDuel Sportsbook,Sportsbook,A sports betting platform.,24a6b5d8-65c6-454e-b7a3-b1bc9c0999c0
Vermont,State,One of the 50 states in the United States.,55ed6edb-e9ae-442e-aea5-65cf21db9209
NBA League Pass,Sports League Subscription Service,A subscription service that provides access to live games and other content from various professional basketball leagues.,741ab2de-8446-4e4d-ad4b-e2da1f2fad04
offer,Product,a promotion that provides something for free or at a reduced price,02588a40-d452-4681-ac74-6d51934a0ada
bonus bets,Product,a bet that is placed with money that is given by the bookmaker,70e50358-8181-4980-8179-77289bf829ed
FanDuel Sportsbook,Organization,a sportsbook,c9222e32-4496-4b87-90cb-b1e7586f8a38
jan. 10,Time,a specific date,90d14fa3-a84d-4632-84ba-b2c44731e390
Vermont,Location,a state in the northeastern United States,c759353f-9926-4778-8226-4ceefff223eb
d ##fs,Concept,a sports betting platform,52113935-4fc3-403f-a328-2949a8970ac2
draftkings,Organization,a company,ef6214ed-b489-4def-b28c-84fc762da39b
DraftKings Sportsbook,Organization,DraftKings Sportsbook is a sports betting platform.,826625c7-3044-46ee-91a0-ced7aae4f819
John Doe,Person,John Doe is a user of the DraftKings Sportsbook.,146dc1ba-6a43-4c19-87fa-aaf9f9252896
Steve Jobs,Person,Steve Jobs is a co-founder of Apple.,a0bb9d6e-0273-4c81-9545-ca38ce89e15a
Apple,Organization,Apple is a technology company.,d844a00c-5033-42e7-9439-3611a6f7c06d
DraftKings Sportsbook,Organization,A legal online sportsbook and daily fantasy sports provider.,e3fa9fd6-b256-49eb-8e1d-1b490a7438b2
Vermont,Location,A state in the northeastern United States.,dfdc802f-0850-4515-86e5-52cb49b7591b
Multi-part Welcome Offer,Concept,A promotion that offers multiple bonuses or rewards.,347635aa-65cc-45c2-af9c-54f79aa6462c
Bonus Bet,Product,A promotional bet that can be used to place wagers but does not result in real money winnings.,9bc62532-9f87-4e9f-9111-5cfca5a00402
Wage,Concept,The amount of money bet on a sports event or other wager.,85bd3253-a6e6-4072-8b53-d2e8197ad4da
Deposit Match Bonus,Product,A bonus that matches a percentage of the player's deposit.,7d7be0be-d82c-42cb-8d5d-afd4ab9415e3
DraftKings Sportsbook,Sportsbook,A sportsbook that offers betting on various sports and events,f379769a-7151-46c3-a561-acfdaabb1b9e
BetMGM Sportbook,Sportsbook,A sportsbook that offers betting on various sports and events,2eac1290-f775-4cd8-b25a-71b3147d3ea6
Vermont,Location,A state in the northeastern United States,f7615530-7fbd-45ad-acc2-4c9cac058ded
United States,Location,A country in North America,fd5c9bb4-8497-4716-930a-45e5bd13d48b
betmgm sportsbook,Product,A sports betting platform,ae7becab-9c73-4927-8411-d706ebada35e
betmgm,Organization,The parent company of betmgm sportsbook,f7e59170-f0e5-4cec-bf7a-f1aceff98834
free pools,Product,A feature offered by betmgm sportsbook,6d3b13f5-29e5-49f7-bc1f-e4944cb6a81d
ongoing refer-a-friend bonuses,Product,A promotion offered by betmgm sportsbook,d0d85ee9-42b9-489e-b2d7-e51532c61074
more,Product,A feature offered by betmgm sportsbook,58b1f8b0-881e-47fa-a9ec-ece6af815536
betmgm rewards program,Product,A loyalty program offered by betmgm,4fed3211-c191-49f6-84d1-ef46653dbdec
the welcome offer,Event,A promotion offered by betmgm sportsbook,812d5faa-8cb0-48e3-8a53-19eeeeaa3dff
the bonus code sports pic k,Concept,A code used to claim a promotion,e9e95134-5ed0-4052-849d-55d34e7c58ee
betmgm sportsbook account,Product,A betting account with betmgm sportsbook,806f030a-269a-41d8-a714-e096574d2eae
deposit,Event,The act of adding funds to a betting account,86fa1e48-b09e-4b73-b6f0-dfc7fba15d2f
first bet,Event,The first bet placed in a betting account,315e6226-4c2c-44f7-b910-4549970b2b64
bet being settled,Event,The event that occurs when a bet is resolved,9b56cc99-f8e2-45ad-a18f-cf4eeaf802b1
losing bets,Event,Bets that are not won,850f20f8-b358-4b6e-97dc-fc7b62a62def
bonus bet,Product,A free bet offered by a betting site,581ff995-9d91-401e-b2ad-dd0085374fc4
single bet,Product,A bet that is settled as a single outcome,da0f332a-7c35-454a-b290-2fc49559e39e
ref ##und,Product,The amount of money returned to a bettor in the event of a losing bet,f33b818c-729f-4cd5-81d0-b21362716c56
bonus bet ( s ),Product,A free bet offered by a betting site,82be32fe-2e2f-4356-9b6b-3f8d30128201
wage ##r,Product,The amount of money bet on a sporting event,5ae1ddee-dc6f-42de-8a31-00c34441418f
500 in bonus bets,Product,A bonus bet offer from betmgm sportsbook,d084b31f-e749-44ed-8e13-42c0e4cdadfa
betmgm sportsbook,Organization,The sportsbook awarding the bonus bet offer,fa7f8d4d-2dc7-435b-a23d-282ccc5b4e2a
Vermont,Location,The state where betmgm sportsbook is launching,9352fa43-57f4-4d56-bbb6-1c95dc6c4612
fanatics vermont promo code,Product,A possible promotion for the launch of fanatics sportsbook in vermont,311bbd95-b26d-4935-b4ca-8e9c2477c9a3
fanatics sportsbook,Organization,The sportsbook that is already scheduled to launch in vermont,5840ab7b-b051-4fe6-8958-de0fe7cba80a
FanDuel Sportsbook,Organization,FanDuel Sportsbook is an online sports betting company.,8e9abf92-212e-43ef-ad34-8caa4ea93d90
Vermont,Location,Vermont is a state in the northeastern United States.,ee54d0dd-c195-4903-a4be-f8f51d0467cc
ESPN Bet,Organization,ESPN Bet is an online sports betting brand.,12b48fba-2161-48ef-bf5c-640ba9ce133c
Bars & Tool Sportsbook,Organization,Bars & Tool Sportsbook is an online sports betting company.,1d4529f6-64ff-43c3-838e-5d7bbf02af2a
espn bet,Product,an online sports betting site,dd30f1d0-2579-439e-b019-5e2f8ae0ae88
virginia,Location,a state in the US,97e03658-30e7-4ff9-965e-de71420664c9
vermont,Location,a state in the US,2754ea33-248c-4542-a1a6-edd4120dcccd
caesar ##s,Product,an online sports betting site,da8f1b0c-4e8a-4f3f-bcab-83656684cba3
united states,Location,a country,62a9c079-9437-418e-aa6e-a8586020c0dd
site bonuses,Other,Bonuses offered by the site,c5697323-b61d-4cfb-9131-b38eb926f646
Caesar's Sports Book,Sportsbook,A sportsbook operated by Caesars Entertainment,acc6e815-1a08-451e-9778-d63115898679
news #100 #0,Bonus Code,A bonus code offered by Caesars Sports Book,7a4f300b-b78f-4c9e-a12d-ae3203aecc66
Vermont,Location,A U.S. state,bdb0c866-2a98-446a-be99-6806004708d6
BetRiver Vermont,Sportsbook,A sportsbook that may launch in Vermont,81fda523-b532-484c-b201-e059013b62ae
BetRiver Sportsbook,Sportsbook,A sportsbook operated by BetRivers,b713be8a-2fe2-4688-ba98-b32aa8d543b3
Second Chance Welcome Offer,Promotion,A promotion offered by BetRiver Sportsbook that refunds losing wagers,dc3f1e2b-7d1f-426a-a0b2-24ef50ebc7cd
First bet,Bet,The initial bet placed by a new customer,6bf0bc4a-c110-4edb-a0f2-cf3710c3715f
Free bet refund,Promotion,A refund offered as a promotion by BetRiver Sportsbook,18f31ece-3242-40e7-b8d5-9394e74b69e7
Wage #r,Bet,A bet placed with real money,3c56414f-aa19-4464-844d-e3bddcefdf54
Bet Rivers,Sportsbook,A sportsbook operated by BetRivers,218a9c1b-1ffe-416f-999f-40fbfa49bb1e
Caesars Entertainment,Company,"A company that operates several casinos and hotels, including Caesars Palace",002c5fda-4a4d-4c45-bfe1-f7ca536784d0
well-liked loyalty program,Concept,A loyalty program that is well-regarded by customers.,b1939250-bd97-43b5-85cc-bd9bd35a2d21
irush rewards,Concept,A rewards program offered by a loyalty program.,8cc9e5a8-e02a-4404-b431-b9b2f64d0df9
betrivers sportsbook,Product,A sports betting platform offered by a gambling company.,371532d6-a200-42e6-82d2-937cc21c8e9a
bonus code sports riv,Concept,A code that can be used to claim a bonus when signing up for a sports betting platform.,27330bdc-2461-4ffe-af45-0c02d0e3591c
vermont,Location,A U.S. state.,5cf7c26d-aa32-4bd8-bb05-ba90172633af
john doe,Person,A person.,4d76b0bb-60f5-4d15-8c77-f7c56203541d
microsoft,Organization,A company.,06edaa91-34b2-4900-a915-526a03667bf6
new online betting sites in vermont,Location,new online betting sites in vermont,49e106b6-1464-4360-b76e-383b9244cb09
deposit match bonuses,Bonus,get up to 100 % of your first deposit matched in bonus funds,32af5a4f-8459-4d53-bffc-c371a0b8d2b5
sports ##books,Bonus,limit the bonus size you can claim and attach wage ##ring requirements,7e93220e-ae56-481b-9394-58d053a31971
refer ##ral bonuses,Bonus,"you share a personal refer ##ral code with friends and family, and if they use it to sign up, deposit, and bet, you both get a bonus",55d4933f-dae4-482c-ad96-a01eb3dd6064
first - bet offers,Bonus,you get a ref ##und if you lose your first bet,a24dd822-50c5-4442-9695-5310bd31bcfa
odds boost ##s,Bonus,you ’ ll receive better than the usual odds on specific bets,1c141af5-f684-4bf3-87fc-43c4bdb21fe6
bet insurance,Bonus,get a ref ##und if you lose a specific bet or your par ##lay comes up one leg short,a45f3d9b-1af6-46f4-939b-ef18fc7f4f9a
bet & get bonuses,Bonus,"here, you ’ ll get a bonus when you place a specific bet",008e284c-797e-4da4-8399-8c0e61ed23a3
wage_ring_requirements,Concept,Wage ring requirements are a set of rules and regulations that determine the amount of money an employee must earn in order to receive a certain wage or salary.,e0b8e75a-060b-4b8a-bcb7-d58ba2bd2702
pay_outs,Concept,Pay outs refer to the amount of money that an employee receives as a result of their work or employment.,5b125b30-7c14-4a4d-821b-36d00a5a596b
bonus_bets,Concept,Bonus bets are a type of bet that is offered by bookmakers as an incentive to customers.,31fe2545-1324-44d7-9289-7bc06ff932b4
vermont_sports_book,Location,Vermont sports book is a sports betting establishment located in the state of Vermont.,69f47b50-8822-473a-b977-7896362ec2ef
world_series_odds,Concept,World series odds refer to the odds or probabilities of a particular team winning the World Series.,b1c0b537-b3d1-4fda-88db-ba7739a1fa60
super_bowl_betting_lines,Concept,Super bowl betting lines refer to the odds or probabilities of a particular team winning the Super Bowl.,3910c919-c02d-42d1-9a64-18e4824b7a5c
march_madness,Concept,March madness refers to the NCAA men's basketball tournament that takes place in March.,b8efec93-06c9-4285-bd53-1efe80cc3d87
vermont_online_sports_betting_sites,Location,Vermont online sports betting sites are websites that allow customers to place bets on sports events from the comfort of their own home.,b853a18d-d0aa-4698-8bbe-c27465d24d86
vermont_sports_book_bonus_and_promo_conditions,Location,Vermont sports book bonus and promo conditions are the rules and regulations that govern the use of bonuses and promotions at Vermont online sports betting sites.,75aee01d-e608-43c3-a888-07e5951c7909
banking_options,Concept,Banking options refer to the methods by which customers can deposit and withdraw funds from their accounts.,a44c55b9-adeb-4b98-b1aa-ef7ed2cda9cd
wage_ring_requirements,Concept,Wage ring requirements are a set of rules and regulations that determine the amount of money an employee must earn in order to receive a certain wage or salary.,d83db336-5e64-4deb-914c-0b4132f9858c
betting_limitations,Concept,Betting limitations refer to the restrictions or limitations that are placed on the types of bets that customers can make.,e8991fdc-d670-404d-8f31-74008b7c82fe
time_limits,Concept,Time limits refer to the restrictions or limitations that are placed on the amount of time that customers have to use bonuses or promotions.,2c17a96f-517f-46c8-ad5a-cb025e31a5e5
vermont_sport - specific_betting_promo_s,Location,Vermont sport - specific betting promo s are promotions or bonuses that are specific to sports betting in the state of Vermont.,bd2c7c56-ddb6-46a3-b44d-583f7f9bbe22
Vermont,Location,Vermont is a state in the northeastern United States.,722290b5-a758-4b1b-93a5-7f7c889ed67e
Boston Red Sox,SportsTeam,"The Boston Red Sox is a professional baseball team based in Boston, Massachusetts.",1c8adf6e-2786-4941-8a13-639fefe22ebe
New England Patriots,SportsTeam,"The New England Patriots is a professional football team based in Foxborough, Massachusetts.",8b22d3d5-6738-47ca-a7e6-1f07db920689
NBA,SportsLeague,"NBA is the National Basketball Association, a professional basketball league in the United States.",f4e67f34-cbe1-4917-9864-90963a5f1765
NHL,SportsLeague,"NHL is the National Hockey League, a professional hockey league in North America.",86539fbe-d9e0-468b-a7fd-1fe4f5284ed9
MLB,SportsLeague,"MLB is the Major League Baseball, a professional baseball league in the United States.",31966d5c-8467-4ef1-9365-e1e582697c44
Vermont Online Sportsbooks,Business,Vermont Online Sportsbooks is an online sports betting company.,beade95f-a70a-4606-a6b8-0f38a61c6b01
Rani Zim,Person,Rani Zim is an Israeli businessman.,ced348ed-d7d0-4bd7-8e9a-0b9308771c43
Psagot Investment House,Organization,Psagot Investment House is an Israeli investment company.,4bcc83fc-0556-43b3-9aa5-4916cd632ac1
Kimat Hinam Supermarket Chain,Organization,Kimat Hinam Supermarket Chain is a supermarket chain.,80ab8f2e-13b4-4e26-8dd6-1671b1cf2172
Group Psagot for Finance and Investments (TASE: GPSG),Organization,Group Psagot for Finance and Investments (TASE: GPSG) is an Israeli investment company.,b6f90c0e-4195-4fb1-bcbd-814f4ad08434
Mizrahi Tefahot Bank,Organization,Mizrahi Tefahot Bank is an Israeli bank.,bda6f3f1-2e16-4e82-a0aa-fc3e8e44ca43
Group Psagot,Organization,Group Psagot is an Israeli financial services company.,b3e521f4-5753-4e34-a1fb-79c604b143e4
Psagot Investment House,Organization,Psagot Investment House is a subsidiary of Group Psagot.,994f1c97-4e5c-40dc-a05a-6c520e7eae2a
Mizrahi-Tefahot Bank,Organization,Mizrahi-Tefahot Bank is an Israeli bank.,69e3c97d-6936-4eaa-9e60-9a7d9b46c104
Series C Bonds,Product,Series C Bonds are marketable bonds.,822c7c62-96e2-4d05-81f3-9298eb4c89b1
##cle the debt,Concept,To eliminate or pay off a debt.,c026fa86-32e8-4b99-b30a-af90edf0b1de
bonds,Product,"A debt security, typically issued by a corporation or government, that pays the holder a fixed rate of interest and returns the face value of the bond at maturity.",eabae1f0-8f7c-432f-a8a8-3a043e4d32aa
group ps ##ago ##t,Organization,A financial services company.,466ee44d-ad97-43a2-9620-32a3c55fda3c
ps ##ago ##t,Organization,Formerly known as Value Capital.,455dde66-5fab-48f9-8c7c-4168f4e11bbd
z ##im,Person,The individual who invested in group ps ##ago ##t.,f1c30635-47c5-494f-aaa6-beaf1acb75af
ni ##s,Number,"A unit of measurement for money, equal to one thousand million.",ae908292-01d7-441c-9f16-e992e022657a
globe ##s,Media,A global news and media company.,f51d4798-2c0f-4d84-8ebe-d7e50e259bb7
ps##ago##t,Organization,ps##ago##t is a company,6455bc9c-bd38-42eb-a5ae-bc3819e3c8ff
yan##iv bender,Person,yan##iv bender is a person,a13f7e52-a1c6-488e-a9b8-ab928b917aac
group ps##ago##t ceo,Person,group ps##ago##t ceo is a person,359ead78-eaee-4f10-b743-63be8a8026da
ke##sse##m,Organization,ke##sse##m is a company,e5306ad8-b4c2-4620-9ca8-541a835389bf
phoenix holdings group,Organization,phoenix holdings group is a company,ae4e5fe1-878e-4e8d-9861-2f94e2127c7a
ni##s,Number,ni##s is a number,62b3d0bb-df9d-4537-bf78-d144a883d5d5
Person,Rani Zim,Rani Zim is the chairperson of Group PSAGOT.,d3f4a9b9-e424-4233-b783-b584ef49922f
Person,Zim,Zim is the founder of PSAGOT.,21201494-b978-4bb0-89b9-617fb2e6e9e3
Person,Menny Guy,Menny Guy is the founder of Applicheck and the current owner of a 20% stake in PSAGOT.,38cb7e64-bdcc-4004-aa47-aa68f2b7eddc
Group,PSAGOT,PSAGOT is a privately held company.,4c066b7b-a86c-4db5-87ce-6b092ecbdfe7
Company,Applicheck,Applicheck is a privately held company.,a3f60495-b9ff-4f4a-9eb8-6acb392b9c8a
Location,Israel,Israel is the country in which PSAGOT is located.,37f9c725-0dfa-4bae-9d33-2f77d1de875b
Event,PSAGOT sold control of its main holding in Applicheck to its founder,PSAGOT sold control of its main holding in Applicheck to its founder.,53a2fb14-37bc-4009-8c6f-d339ddf8af34
Time,October 2023,October 2023 is the month in which PSAGOT took in $1.4 billion.,7d3a9657-995d-4783-981c-57ec6f09e767
Time,October 2023,October 2023 is the month in which PSAGOT took in $7 billion.,a79f74d3-0e2e-401f-9afd-33f00076254b
Time,2023,2023 is the year in which PSAGOT took in $7 billion.,60e2f41a-63bb-44c6-bade-4d0b90740c17
Time,November 2023,November 2023 is the month in which PSAGOT announced that Rani Zim stepped down as chairperson.,06b8b1ab-6f56-4ebd-855b-b7612dec99c4
la ##gga ##rds,Location,Location of the event,599efd41-05bc-49b0-9515-e4b177ffd08e
harvey norman,Organization,A retail company,a6457883-1e4b-4870-8e03-96e0a0e75c76
wes ##far ##mers,Organization,A farming company,d466d26c-cb09-41d8-8959-b7c6d019e2ab
lottery corporation,Organization,A lottery organization,55a11792-cbd2-43e2-8b1d-e4c42eaf5727
evolution,Company,A gold mining company,8213ee17-e04d-4f74-bcc4-d3d6757d9cef
northern star,Company,A gold mining company,581a2ac1-e86c-4cbc-8395-def9aee3786b
next ##dc,Company,A retail company,4dee39db-5605-477e-ba66-45fc2e9130c6
re ##a group,Company,A retail company,b23eb680-1bf5-4fc6-975f-a41627a3a4b7
res ##med,Company,A healthcare company,5100c929-120e-43cf-93e1-f66ee1c6252e
l ##ion ##town resources,Company,A mining company,a9a9ef18-a1ed-4bd7-9209-37ee11049e3f
rb ##c,Company,A financial company,b110815a-41d0-4383-a818-d5dc6344f95b
new ##crest,Company,A gold mining company,b4163013-4140-4d68-9cc4-c46a1705c6d3
us gold mining giant new ##mont,Company,A gold mining company,43c7a86d-7a2c-455c-a452-fb4abde4dd10
us stocks,Stock,Stock of a company,30171c7a-4f0f-47d2-9f2e-aeca08f731e1
the s &,Stock,Stock of a company,16f2c22e-5a05-46bf-b4e3-14926de957d1
p 500,Stock Index,"The Standard & Poor's 500 Index, or the S&P 500, is a stock market index that measures the performance of 500 large companies listed on stock exchanges in the United States.",3803dd2a-fe1f-4b92-8d6c-e9975028ae96
30 - year treasury bonds,Bond,A 30 - year treasury bond is a debt security issued by the United States government with a maturity of 30 years and pays a fixed coupon rate.,815e139f-1ae2-4664-80bf-24eac80fea57
fed,Central Bank,"The Federal Reserve, commonly known as the Fed, is the central bank of the United States. It is responsible for monetary policy, supervising and regulating financial institutions, and maintaining the stability of the financial system.",dddd738b-25df-4f08-ab04-5ab2bd119466
inflation report,Report,An inflation report is a document that contains information and analysis on the rate of inflation in an economy.,81955e35-6f02-4b69-9ffc-994b9c73880f
us workers,Person,Employees in the United States,35d5c62e-6d03-4128-af86-c7d272784012
unemployment benefits,Product,A government program that provides financial assistance to unemployed workers,0ea9769f-6ab8-4071-9119-0d435f7e77bc
job market,Location,The market for employment,7fe08ac3-ecb2-4cbd-9ab5-c8a8ac92d9b9
overall economy,Location,The economy as a whole,711bf78e-7beb-4084-997b-6a55b09043ac
fed,Organization,The US Federal Reserve,d9a085fc-0128-4799-96a3-dbd299a96566
10 - year treasury yield,Product,A government bond with a maturity of 10 years,c8a36a8e-8188-4f20-a05e-c10beb58ec53
two - year treasury yield,Product,A government bond with a maturity of 2 years,03435987-654e-4e15-9974-1389f1abfed6
mortgage rates,Product,The interest rate on a mortgage loan,f3381c19-f6fc-425f-be0d-33e3fb7927a4
inflation report,Event,A report on economic inflation,f027cf8a-6f21-40bd-9c9f-5654ce42111e
Person,John Doe,John Doe is a person.,5762fc91-9b49-4dfc-a8f7-fcc1907e02d3
Person,Mike Cannon-Brookes,Mike Cannon-Brookes is a person.,c2cbb3d0-1765-47cb-b772-3b652d24b222
Person,Steve Jobs,Steve Jobs is a person.,66df81a5-b328-4980-bb72-7bf4c52ef538
Organization,Delta Air Lines,Delta Air Lines is an organization.,30217f9d-a05f-464f-802c-da0f0b809713
Organization,Ford Motors,Ford Motors is an organization.,2b16adb9-9f81-4380-9001-49e7decb2d78
Organization,United Auto Workers Union,United Auto Workers Union is an organization.,20e76d05-316e-4fc7-b2a1-238e1b5b87e2
Organization,JP Morgan Chase,JP Morgan Chase is an organization.,e31d0ac6-2292-406f-a94c-0b35d69cefee
Organization,Wells Fargo,Wells Fargo is an organization.,fae02638-373f-406d-ab1f-cf0ee86658ec
Organization,Citigroup,Citigroup is an organization.,f064ce67-64b0-41ae-9cf3-f315a7f95b79
Organization,UAW,UAW is an organization.,f8f24950-f3c1-45b7-bca2-5b090918ec2a
Location,"Louisville, Kentucky","Louisville, Kentucky is a location.",8c2b523b-d0e4-4ac0-a78c-f1aa8d50c97a
Location,"Detroit, Michigan","Detroit, Michigan is a location.",8393e67e-54b7-4aff-8fd9-64abf98c759c
Location,"Paris, France","Paris, France is a location.",560b78ed-3121-47e0-ab2e-861f6b4013eb
Location,Asia,Asia is a location.,898c04e8-0f97-4695-be92-3b6e54872abc
Location,Europe,Europe is a location.,bfce7f28-129c-401e-bbd2-d76c8ed1e66a
Event,Fighting in Gaza,Fighting in Gaza is an event.,55a1c013-2851-45a8-823b-8f78a1b81632
Event,Reporting Season for S&P 500 Companies,Reporting Season for S&P 500 Companies is an event.,3257a890-6e2c-47aa-82b7-8eed5b9867bf
Event,Acquisition of Loom by Atlasian,Acquisition of Loom by Atlasian is an event.,060d5bd5-d844-43e3-ac2d-f8bcad9410f6
Concept,Distributed Work,Distributed Work is a concept.,26aa76ec-4184-4930-8567-9edd67ed1701
Concept,Enterprise Video Chat,Enterprise Video Chat is a concept.,c2858cf2-d209-4d86-9ba1-5a4857881643
Concept,Screen Recording,Screen Recording is a concept.,72ef8ffb-161a-4549-8938-c84f2d59d445
Concept,Loom,Loom is a concept.,f526f4c7-6e69-464d-949a-c86821970b88
Time,Summer,Summer is a time.,b766ee0f-07c5-4e01-9a06-6f76c9bab093
Time,July,July is a time.,b33c485e-48ac-490f-baa2-61f41ab4f755
Time,August,August is a time.,756c53d3-2841-4f28-a91f-1bb647f7172a
Time,September,September is a time.,235e23ea-d453-4a5f-a99a-bd39002b3260
Time,October,October is a time.,f7ac6080-0d03-4253-bfbf-e50af9efb506
Time,November,November is a time.,edd5fc29-22a0-4a78-b02d-cf9bce9b3c54
Time,December,December is a time.,897dbbb2-d36d-4419-bc4b-0f14e47b6053
Time,2023,2023 is a time.,d8ea91b2-3eff-47ee-a8da-ae671e204321
welcome back to the interchange,Event,The interchange is a program or event,93d8a3aa-6163-4605-bad1-5ee55e953544
the interchange,Event,The interchange is a program or event,fb366912-978e-4d62-92d5-dad4dfccc9cd
hot fin ##tech news,Event,The interchange is a program or event,a40e4993-bd99-4a50-a45f-10abca6657a3
week,Time,A time period of seven days,0cc830b8-f4be-4bee-a837-d8e7548b8d8f
sign up,Event,The interchange is a program or event,80a73867-84f7-4f9d-9fbb-9d1282c0e1a8
rainforest,Organization,An Atlanta - based startup,a5821153-ec72-497d-970d-b52739822000
atlanta,Location,The city where rainforest is located,0a386bd9-0158-4245-968e-1f815a58b27b
fis ##er ##v,Organization,An incumbent ##,05cba325-dfde-48b8-9e24-2adecf3cc322
